"","community","percent_of_housing_crowded","percent_households_below_poverty","percent_aged_16_unemployed","percent_aged_25_without_high_school_diploma","percent_aged_under_18_or_over_64","per_capita_income","hardship_index","latitude_x","longitude_x","count_vacant","community_area_number","property_type","affordable_units_no"
"612","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8827886858522,-87.7066967534151,8,27,"Multifamily/Artists",24
"613","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8827886858522,-87.7066967534151,8,27,"Multifamily",108
"614","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8827886858522,-87.7066967534151,8,27,"Supportive Housing",90
"615","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",50
"616","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",42
"617","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",36
"618","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",143
"619","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"ARO",6
"620","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Supportive Housing",152
"621","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",123
"622","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",66
"623","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",200
"624","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Senior",113
"625","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",52
"626","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily/Artists",24
"627","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Multifamily",108
"628","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8728211604882,-87.7016043669557,8,27,"Supportive Housing",90
"629","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",50
"630","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",42
"631","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",36
"632","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",143
"633","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"ARO",6
"634","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Supportive Housing",152
"635","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",123
"636","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",66
"637","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",200
"638","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Senior",113
"639","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",52
"640","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily/Artists",24
"641","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",108
"642","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Supportive Housing",90
"643","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",50
"644","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",42
"645","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",36
"646","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",143
"647","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"ARO",6
"648","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Supportive Housing",152
"649","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",123
"650","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",66
"651","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",200
"652","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Senior",113
"653","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",52
"654","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily/Artists",24
"655","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Multifamily",108
"656","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8802448406287,-87.6992752006537,8,27,"Supportive Housing",90
"657","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",50
"658","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",42
"659","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",36
"660","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",143
"661","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"ARO",6
"662","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Supportive Housing",152
"663","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",123
"664","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",66
"665","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",200
"666","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Senior",113
"667","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",52
"668","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily/Artists",24
"669","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Multifamily",108
"670","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.8738142761216,-87.6938983148449,8,27,"Supportive Housing",90
"671","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",50
"672","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",42
"673","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",36
"674","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",143
"675","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"ARO",6
"676","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Supportive Housing",152
"677","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",123
"678","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",66
"679","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",200
"680","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Senior",113
"681","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",52
"682","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily/Artists",24
"683","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Multifamily",108
"684","East Garfield Park",8.2,42.4,19.6,21.3,43.2,12961,83,41.870954642464,-87.7062670042023,8,27,"Supportive Housing",90
"685","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",176
"686","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",32
"687","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Senior",181
"688","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",76
"689","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Senior",68
"690","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",26
"691","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",115
"692","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",59
"693","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",84
"694","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Mutifamily",160
"695","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",15
"696","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",74
"697","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",22
"698","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",52
"699","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Supportive",61
"700","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",6
"701","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",7
"703","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",28
"704","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",8
"705","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Senior",62
"706","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",52
"707","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",5
"708","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",29
"709","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",33
"710","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",92
"711","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Supportive",89
"712","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",16
"713","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",70
"714","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",124
"715","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",9
"716","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"Multifamily",42
"717","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",3
"718","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",7
"719","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8831288266927,-87.6777995680158,2,28,"ARO",75
"720","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",176
"721","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",32
"722","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Senior",181
"723","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",76
"724","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Senior",68
"725","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",26
"726","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",115
"727","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",59
"728","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",84
"729","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Mutifamily",160
"730","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",15
"731","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",74
"732","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",22
"733","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",52
"734","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Supportive",61
"735","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",6
"736","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",7
"738","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",28
"739","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",8
"740","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Senior",62
"741","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",52
"742","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",5
"743","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",29
"744","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",33
"745","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",92
"746","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Supportive",89
"747","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",16
"748","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",70
"749","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",124
"750","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",9
"751","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"Multifamily",42
"752","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",3
"753","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",7
"754","Near West Side",3.8,20.6,10.7,9.6,22.2,44689,15,41.8821088678453,-87.6845572161391,2,28,"ARO",75
"755","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",5
"756","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",45
"757","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",5
"758","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",1
"759","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",26
"760","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Supportive/HIV/AIDS",32
"761","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",4
"762","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",10
"763","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"65+/Supportive",120
"764","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",5
"765","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",31
"766","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",29
"767","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",5
"768","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Supportive Housing",58
"769","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",48
"770","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",2
"771","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",11
"772","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Senior",126
"773","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",31
"774","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Senior",104
"775","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",17
"776","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",7
"777","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",170
"778","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",4
"779","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",32
"780","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",11
"781","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",17
"782","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",1
"783","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",26
"784","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",42
"785","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",10
"786","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",7
"787","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Supportive/Youth/Kinship Families",32
"788","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Multifamily",29
"789","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635637089307,-87.7226562134223,13,29,"Veterans",90
"790","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",5
"791","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",45
"792","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",5
"793","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",1
"794","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",26
"795","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Supportive/HIV/AIDS",32
"796","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",4
"797","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",10
"798","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"65+/Supportive",120
"799","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",5
"800","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",31
"801","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",29
"802","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",5
"803","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Supportive Housing",58
"804","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",48
"805","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",2
"806","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",11
"807","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Senior",126
"808","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",31
"809","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Senior",104
"810","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",17
"811","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",7
"812","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",170
"813","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",4
"814","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",32
"815","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",11
"816","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",17
"817","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",1
"818","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",26
"819","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",42
"820","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",10
"821","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",7
"822","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Supportive/Youth/Kinship Families",32
"823","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Multifamily",29
"824","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8635266555356,-87.7226550975538,13,29,"Veterans",90
"825","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8680119002002,-87.723485393299,13,29,"Multifamily",5
"826","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8680119002002,-87.723485393299,13,29,"Multifamily",45
"827","North Lawndale",7.4,43.1,21.2,27.6,42.7,12034,87,41.8680119002002,-87.723485393299,13,29,"Multifamily",5
